job,salary,city,frequency,duration,company_name,company_scale,advantage
综合管理实习生-文化活动,100-150/天,天津,4天/周,8个月,字节跳动,2000人以上,租房补贴休闲下午茶团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发实习生,400-500/天,深圳,3天/周,3个月,字节跳动,2000人以上,远程实习可转正实习暑期实习接受大一大二 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生,400-500/天,深圳,3天/周,3个月,字节跳动,2000人以上,远程实习可转正实习暑期实习接受大一大二 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
销售运营实习生,100-150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐弹性工作免费健身房不打卡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发实习生——产品研发,300-400/天,北京,4天/周,3个月,字节跳动,2000人以上,房补下午茶包三餐不打卡弹性工作地铁周边实习津贴免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
抖音直播HR实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费咖啡实习津贴不打卡免费三餐实习证明节日福利 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HR实习生,150-200/天,上海,4天/周,3个月,字节跳动,2000人以上,弹性工作免费三餐租房补贴健身瑜伽休闲下午茶团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
测试开发实习生,200-400/天,上海,4天/周,4个月,字节跳动,2000人以上,免费三餐租房补贴休闲下午茶健身瑜伽职业大牛团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
客户端开发实习生,400/天,上海,4天/周,3个月,字节跳动,2000人以上,可转正实习免费三餐弹性工作 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
短视频策划实习生,100-120/天,上海,4天/周,3个月,字节跳动,2000人以上,远程实习实习津贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
文化运营实习生,100-150/天,宁波,5天/周,3个月,字节跳动,2000人以上,餐补租房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
短视频实习生,100-150/天,宁波,3天/周,3个月,字节跳动,2000人以上,抖音视频 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
文化运营实习生,100-150/天,上海,5天/周,3个月,字节跳动,2000人以上,团队氛围好餐补租房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
海外游戏视频设计实习生,100-150/天,深圳,5天/周,3个月,字节跳动,2000人以上,实习津贴接受大一大二留学生实习免费健身房免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
客户端开发实习生,300-400/天,北京,4天/周,3个月,字节跳动,2000人以上,住房补贴免费三餐休闲下午茶健身瑜伽可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
Android开发实习生,300-400/天,北京,4天/周,3个月,字节跳动,2000人以上,住房补贴免费三餐休闲下午茶健身瑜伽 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
Java客户端开发实习生-北京,300-400/天,北京,5天/周,3个月,字节跳动,2000人以上,远程实习下午茶实习津贴可零经验扁平化管理氛围轻松自由一对一、手把手 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
质量测试前端实习生,300-400/天,北京,5天/周,3个月,字节跳动,2000人以上,免费咖啡不打卡弹性工作节日福利免费健身房免费三餐实习证明房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
文化运营实习生,120/天,上海,5天/周,3个月,字节跳动,2000人以上,薪资优厚租房补贴扁平管理薪资优厚接受大一大二 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发实习生,400-500/天,北京,3天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习接受大一大二 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生,150/天,深圳,4天/周,3个月,字节跳动,2000人以上,房补免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
海外资源管理实习生,120-150/天,北京,5天/周,4个月,字节跳动,2000人以上,实习证明免费健身房下午茶弹性工作制 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
今日头条产品实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,下午茶免费三餐大牛带队 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
小说产品实习生-北京,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
小说产品实习生,150/天,深圳,5天/周,3个月,字节跳动,2000人以上,可转正实习房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
测试实习生——广告业务,200-300/天,北京,4天/周,3个月,字节跳动,2000人以上,可转正实习可转正地铁周边实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
国际化商业产品 -- 创意产品实习生,200/天,上海,4天/周,6个月,字节跳动,2000人以上,可转正实习接受大一大二下午茶免费咖啡实习津贴房补免费咖啡免费健身房地铁周边弹性工作 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
测试开发实习生 — 核心广告系统,200-300/天,北京,4天/周,3个月,字节跳动,2000人以上,下午茶地铁周边留学生实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
招聘实习生,150/天,上海,5天/周,4个月,字节跳动,2000人以上,地铁周边餐补可转正实习定期团建 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
人力实习生,100-150/天,天津,4天/周,8个月,字节跳动,2000人以上,租房补贴休闲下午茶团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab HR实习生,100-150/天,北京,3天/周,3个月,字节跳动,2000人以上,优质团队成长平台免费三餐优质下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发实习生,400/天,上海,4天/周,3个月,字节跳动,2000人以上,可转正实习节日福利 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
游戏官网运营实习生,150/天,深圳,5天/周,3个月,字节跳动,2000人以上,可转正下午茶健身瑜伽租房补贴扁平管理团队氛围好免费三餐弹性工作不打卡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生-直播,400/天,北京,5天/周,7个月,字节跳动,2000人以上,悠闲下午茶免费三餐超大空间 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生—抖音商业化,400/天,北京,5天/周,5个月,字节跳动,2000人以上,免费三餐悠闲下午茶超大空间 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生,400/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐休闲下午茶健身房超多大牛 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生—架构,400/天,北京,5天/周,7个月,字节跳动,2000人以上,悠闲下午茶超大空间免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生-深圳,150/天,深圳,3天/周,3个月,字节跳动,2000人以上,免费三餐实习证明弹性工作节日福利 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
hr实习生,120-150/天,深圳,4天/周,3个月,字节跳动,2000人以上,弹性工作接受大一大二免费健身房可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
人力资源实习生-研发岗位,150/天,深圳,4天/周,3个月,字节跳动,2000人以上,绩效奖金 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
国际化HRBP实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,国际化团队 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
人力资源实习生,100/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐不打卡可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生——国际化,120-180/天,北京,4天/周,3个月,字节跳动,2000人以上,国际化团队 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
头条产品实习生,150/天,深圳,5天/周,3个月,字节跳动,2000人以上,实习津贴免费三餐节日福利住房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
销售助理实习生,100-150/天,北京,5天/周,3个月,字节跳动,2000人以上,租房补贴弹性工作下午茶免费午餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
自然语言处理实习生,300-500/天,北京,4天/周,3个月,字节跳动,2000人以上,可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
推荐算法实习生,300-400/天,北京,5天/周,4个月,字节跳动,2000人以上,可转正实习房补地铁周边 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
电商行业运营实习生 - 酒水饮料方向,150/天,北京,5天/周,4个月,字节跳动,2000人以上,可转正实习接受大一大二留学生实习弹性工作就近房补不打卡免费三餐免费咖啡下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
电商运营实习生-行业,150/天,北京,5天/周,4个月,字节跳动,2000人以上,可转正实习留学生实习免费健身房下午茶免费三餐就近房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
国际化商业产品实习生,200/天,北京,4天/周,6个月,字节跳动,2000人以上,可转正实习接受大一大二免费三餐免费咖啡房补实习津贴地铁周边免费健身房下午茶弹性工作 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
国际化商业产品实习生-行业创新,200/天,北京,4天/周,6个月,字节跳动,2000人以上,可转正实习接受大一大二地铁周边免费健身房弹性工作实习津贴下午茶免费咖啡房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,免费三餐下午茶就近租房补贴大厂实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,免费三餐下午茶就近租房补贴大厂实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,免费三餐下午茶就近租房补贴大厂实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
国际化商业产品运营实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐免费咖啡实习津贴免费班车下午茶定期团建地铁周边不打卡免费健身房房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发实习生,400-500/天,深圳,3天/周,4个月,字节跳动,2000人以上,可转正实习下午茶免费健身房免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发实习生,400-500/天,北京,3天/周,4个月,字节跳动,2000人以上,可转正实习弹性工作下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生,400-500/天,深圳,3天/周,4个月,字节跳动,2000人以上,可转正实习弹性工作下午茶免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
大数据开发实习生,400-500/天,北京,3天/周,4个月,字节跳动,2000人以上,可转正实习弹性工作免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
测试开发实习生— 核心广告系统,400/天,上海,3天/周,3个月,字节跳动,2000人以上,免费三餐可转正 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生 — 核心广告系统,400/天,上海,3天/周,3个月,字节跳动,2000人以上,可转正实习津贴（可转正） 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
C++开发实习生—效率工程,150/天,上海,3天/周,7个月,字节跳动,2000人以上,导师一对一一日四餐住房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
音视频开发实习生,150/天,上海,3天/周,7个月,字节跳动,2000人以上,导师一对一一日四餐住房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
插画实习生,120-150/天,北京,5天/周,3个月,字节跳动,2000人以上,三餐免费住房补贴扁平管理 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
产业合作实习生,150-180/天,北京,5天/周,6个月,字节跳动,2000人以上,可转正实习下午茶免费健身房实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
产品合作实习生,120-180/天,北京,5天/周,4个月,字节跳动,2000人以上,免费健身房节日福利房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
前端开发实习生,200-400/天,广州,4天/周,5个月,字节跳动,2000人以上,免费三餐休闲下午茶丰厚薪资免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发实习生,200-400/天,广州,4天/周,5个月,字节跳动,2000人以上,免费三餐休闲下午茶丰厚薪资免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
Tik Tok Ads 广告算法实习生,400/天,北京,4天/周,3个月,字节跳动,2000人以上,免费三餐下午茶弹性工作可转正实习租房补贴技术大牛带飞团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab 机器学习系统实习生,300-400/天,北京,3天/周,4个月,字节跳动,2000人以上,行业大牛扁平化管理优质团队免费三餐精美下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab机器学习算法实习生,300-400/天,北京,4天/周,4个月,字节跳动,2000人以上,优质团队行业大牛免费三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab实习生 — 自然语言处理NLP,300-400/天,北京,4天/周,4个月,字节跳动,2000人以上,优质团队行业大牛免费三餐扁平化管理休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab语音识别实习生,300-400/天,北京,4天/周,4个月,字节跳动,2000人以上,优质团队扁平化管理行业大牛免费三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI-Lab语音算法实习生（智能教育方向）,300-400/天,北京,4天/周,3个月,字节跳动,2000人以上,行业大牛优质团队免费三餐优质下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI-Lab语音系统实习生,300-400/天,北京,4天/周,3个月,字节跳动,2000人以上,行业大牛优质团队免费三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI-Lab语音算法实习生（音频理解方向）,300-400/天,北京,4天/周,3个月,字节跳动,2000人以上,行业大牛优质团队免费三餐优质下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab 计算机视觉方向实习生,300-400/天,北京,4天/周,4个月,字节跳动,2000人以上,优质团队行业大牛免费三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
自然语言处理(NLP)算法实习生 — 语音智能交互方向,300-400/天,北京,4天/周,4个月,字节跳动,2000人以上,行业大牛扁平化管理优质团队免费三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab工程实习生 — 自然语言处理NLP,300-400/天,北京,4天/周,4个月,字节跳动,2000人以上,优质团队行业大牛扁平化管理免费三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
AI Lab后台开发实习生,300-400/天,北京,3天/周,4个月,字节跳动,2000人以上,扁平化管理优质团队免费三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
web前端开发实习生-广告系统,400/天,深圳,3天/周,4个月,字节跳动,2000人以上,技术氛围浓厚可转正 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
数据运营实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,地铁周边下午茶房补免费三餐商业险可转正节日福利不打卡实习证明实习津贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
运营实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,实习津贴弹性工作节日福利下午茶实习津贴实习证明可转正房补商业险地铁周边 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
内容运营实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,餐补不打卡下午茶免费咖啡房补实习津贴远程实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
产品经理实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,实习证明不打卡节日福利弹性工作免费三餐可转正免费咖啡下午茶实习津贴地铁周边 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
数据分析实习生,150-200/天,北京,5天/周,3个月,字节跳动,2000人以上,远程实习实习津贴下午茶免费三餐免费健身房可转正房补地铁周边不打卡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
企业文化与雇主品牌实习生,150/天,北京,4天/周,6个月,字节跳动,2000人以上,免费三餐租房补贴休闲下午茶扁平管理职业大牛团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生-招聘方向,150-200/天,北京,5天/周,12个月,字节跳动,2000人以上,一日四餐租房补贴健身房大厂实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
搜索后端开发实习生,400/天,北京,4天/周,11个月,字节跳动,2000人以上,弹性工作免费三餐扁平管理职业大牛 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
质检实习生,100-120/天,武汉,5天/周,9个月,字节跳动,2000人以上,转正机会良好工作氛围优质福利待遇 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
hr实习生（招聘方向）,100-150/天,北京,4天/周,12个月,字节跳动,2000人以上,大牛云集一日三餐休闲下午茶 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
广告后端架构研发实习生,400-500/天,北京,4天/周,6个月,字节跳动,2000人以上,免费三餐租房补贴扁平管理职业大牛核心业务 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HR实习生（招聘方向）——福州,100-120/天,福州,3天/周,7个月,字节跳动,2000人以上,精致下午茶房补餐补扁平化管理团队氛围好 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
数据分析实习生,100-180/天,上海,4天/周,6个月,陆金所,500-2000人,互联网金融平安陆金所 团队给力，国企大牛，平台好，领导好
整车功能测试实习生,300/天,上海,4天/周,4个月,NIO蔚来,2000人以上,免费咖啡免费班车成长平台团队氛围 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
HR招聘实习生,200/天,上海,4天/周,4个月,NIO蔚来,2000人以上,团队氛围成长空间老板nice全市班车 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
管理培训生（企业客户销售方向）,180-200/天,南京,5天/周,9个月,一嗨租车,2000人以上,晋升迅速团队带教 同事热情，待遇高，国际战略，主管好，以培养为重，生日祝福金，发展空间大，社保公积金，季度活动，拓展
短视频内容运营（实习）,薪资面议,广州,5天/周,3个月,虎牙,2000人以上,发展前景好团队氛围好 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
韩综剪辑,80-100/天,广州,5天/周,3个月,虎牙,2000人以上,岗位自由团队氛围好 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
视频审核员,150-200/天,珠海,5天/周,12个月,虎牙,2000人以上,实习证明生日福利年终奖节日福利班车接送月休10-15 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
客服文职岗位,150-200/天,珠海,5天/周,12个月,虎牙,2000人以上,五险一金实习证明可转正免费健身房生日会月休15 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
游戏官网客服,150-180/天,珠海,5天/周,12个月,虎牙,2000人以上,月休15天可转正节日福利餐补年终奖免费班车提供住宿 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
UI美术二次元角色实习生,50-100/天,广州,4天/周,4个月,虎牙,2000人以上,发展空间大团队大牛多千万级用户工作氛围好 自带食堂，扁平化组织，互联网产业，水果零食，电竞，公司平台大
总部市场实习生,100-150/天,北京,4天/周,3个月,用友集团,500-2000人,周末双休实习津贴餐补免费咖啡不打卡可转正实习 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
英语翻译实习,100-150/天,北京,5天/周,3个月,用友集团,500-2000人,留学生实习朝九晚五 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
JAVA开发实习生,150-250/天,北京,5天/周,3个月,用友集团,500-2000人,实习证明弹性工作提供住宿 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
项目助理实习生,200/天,上海,4天/周,4个月,NIO蔚来,2000人以上,团队氛围成长空间老板nice能力锤炼 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
腾讯-TEG-数据产品经理日常实习生,300-500/天,深圳,4天/周,3个月,腾讯,2000人以上,接受大一大二留学生实习 平台好机会多，腾讯
雇主品牌设计实习生,120-150/天,深圳,5天/周,3个月,腾讯,2000人以上,鹅厂优质平台 平台好机会多，腾讯
信息流数据分析实习生,100-120/天,深圳,5天/周,3个月,腾讯,2000人以上,亿级DAU产品海量数据分析丰富应用场景大厂福利nice团队 平台好机会多，腾讯
腾讯PCG HR实习生（校园招聘方向）,100-120/天,深圳,5天/周,3个月,腾讯,2000人以上,大厂经历腾讯HR体系免费早餐班车健身房接受大一大二弹性工作 平台好机会多，腾讯
腾讯看点-内容理解产品实习生,100-120/天,深圳,5天/周,6个月,腾讯,2000人以上,接受大一大二 平台好机会多，腾讯
搜索产品数据处理实习生,100-120/天,深圳,5天/周,3个月,腾讯,2000人以上,实习津贴免费班车实习证明 平台好机会多，腾讯
新媒体运营线上志愿者,薪资面议,全国,3天/周,2个月,腾讯,2000人以上,远程实习接受大一大二暑期线上 平台好机会多，腾讯
考研助教,150-180/天,北京,5天/周,2个月,新东方教育科技集团,2000人以上,零距离接触新东双人间宾馆住宿开具新东方实习可转正实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
新媒体文案,120-150/天,北京,4天/周,12个月,新东方教育科技集团,2000人以上,可转正新东方实习证明K12热门岗位的团队 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
机器视觉实习生,120-150/天,深圳,5天/周,4个月,海康威视,2000人以上,可转正实习 大平台，锻炼多
FPGA研发实习生,200-250/天,北京,4天/周,3个月,小马智行 Pony.ai,150-500人,零食饮料下午茶TB 技术氛围好，弹性管理，成长机会多，最具前景公司，牛人聚集，待遇优厚，发展空间，氛围好
人力资源实习生,150/天,北京,3天/周,3个月,好未来,2000人以上,高平台教育领军企业免费晚餐有转正机会 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
产品运营实习生,200/天,北京,4天/周,3个月,好未来,2000人以上,弹性工作 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
数学答疑实习生,200-250/天,北京,4天/周,3个月,好未来,2000人以上,实习津贴下午茶实习证明弹性工作周末双休 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
智能客服项目产品实习生,200-250/天,北京,4天/周,6个月,好未来,2000人以上,智能客服机器人 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
内容产品实习生,200/天,北京,5天/周,3个月,好未来,2000人以上,地铁周边 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
蔚来专员_实习生,150-200/天,郑州,4天/周,4个月,NIO蔚来,2000人以上,管培生客服专员无销售压力 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
销售管培生（业务拓展部）,120-200/天,北京,5天/周,6个月,医渡云,500-2000人,可转正实习弹性工作免费三餐美味下午茶当季水果酸奶牛奶无限量供应可转正实习 医疗大数据，弹性工作
教研实习生,150-250/天,北京,5天/周,3个月,好未来,2000人以上,接受大一大二地铁周边可转正实习 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
租赁助理经纪人,100-150/天,银川,6天/周,12个月,贝壳,2000人以上,向上向善 二手房经纪，带薪年假，技术牛人云集，团队融洽有爱，人性化管理，社会责任心，一流的办公环境，一对一辅导，专业，员工培训
网课教师-高中语文线上辅导-培训,100-200/天,香港,1天/周,7个月,海风教育,2000人以上,时间自由 
储备人才(销售),100-150/天,银川,6天/周,12个月,贝壳,2000人以上,岗位含金量高严格的管理制度 二手房经纪，带薪年假，技术牛人云集，团队融洽有爱，人性化管理，社会责任心，一流的办公环境，一对一辅导，专业，员工培训
滴滴国际化体验设计实习（葡萄牙语）,200-250/天,北京,5天/周,13个月,滴滴出行,未知规模,滴滴国际化体验设计核心团队参与大型项目培养数据分析能力、用研思维、产品体验能力 
教研实习生,150-250/天,北京,5天/周,3个月,好未来,2000人以上,接受大一大二地铁周边可转正实习 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
android实习生-gz,150-170/天,广州,3天/周,4个月,wifi万能钥匙,500-2000人,弹性打卡福利好发展空间大 逗比工作氛围，团队幽默友善，12天超长年假，丰厚年终奖，大集团背景，科研前沿，弹性打卡
文秘,50-100/天,西安,4天/周,12个月,东软集团,2000人以上,不定期团建实习证明推荐信 
产品经理实习生,150-250/天,北京,5天/周,8个月,京东,2000人以上,海外电商 
排版设计,150-200/天,深圳,5天/周,3个月,编程猫,2000人以上,定期团建实习证明 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
平面排版设计实习生（广州）,150-180/天,广州,5天/周,3个月,编程猫,2000人以上,周末双休暑期实习实习证明弹性工作餐补 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
品牌市场营销策划实习生,120-150/天,上海,5天/周,3个月,哈啰出行,2000人以上,可转正实习免费班车核心业务发挥空间大灵活上下班时间大平台定期团建奶茶自由 薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训
财务管理实习生,90-110/天,合肥,5天/周,4个月,科大讯飞,2000人以上,的团队 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
